在厩,カシノアーニング,牡,アドマイヤムーン,エリザベススイート,ティンバーカントリー,,柏木　務,美浦,二本柳俊,白瀬　盛雄,2013/04/10,北海道サマーセール,6480000,地獄モード対象馬,,,2015/06/05
在厩,カシノエイシ,牡,エンパイアメーカー,カシノエスケイプ,スズカストリート,カシノランナウェイ,柏木　務,栗東,日吉正和,柏木　務,2013/03/19,,,地獄モード対象馬,,,2015/06/05
在厩,カジノクイーン,牝,カジノドライヴ,セドゥクティーバ,アグネスタキオン,,内藤　好江,美浦,中野栄治,内藤牧場,2013/05/07,,,地獄モード対象馬,,,2015/06/05
在厩,カシノグラン,牡,アサクサキングス,ロイヤルディナー,ブライアンズタイム,ドリームクラウン,柏木　務,栗東,藤沢則雄,谷藤　弘美,2013/03/13,北海道サマーセール,3564000,地獄モード対象馬,,,2015/06/05
在厩,カシノスナイパー,牡,キンシャサノキセキ,エムオービクトリー,マイネルラヴ,ダークフィラメント,柏木　務,美浦,二本柳俊,片岡　博,2013/04/26,北海道サマーセール,2592000,地獄モード対象馬,,,2015/06/05
在厩,カズノメガミ,牝,ダノンシャンティ,スリーダイメンションズ,Sadler's Wells,ディープフィールド,鈴木　可一,美浦,尾形充弘,レイクヴィラファーム,2013/02/23,北海道サマーセール,5400000,地獄モード対象馬,,,2015/06/05
在厩,カゼノカムイ,牡,マイネルラヴ,ジュエルシャネル,アグネスワールド,,菅原　広隆,美浦,根本康広,荒谷牧場,2013/03/29,,,地獄モード対象馬,,,2015/06/05
在厩,カタオモイ,牝,ゴールドヘイロー,エンジェルフェザー,ボストンハーバー,,ミルファーム,美浦,南田美知,ミルファーム,2013/03/21,,,地獄モード対象馬,,,2015/06/05
在厩,カトルラポール,牝,グラスワンダー,スポーティングラダー,Danzig,イエスマイダーリン,石井　義孝,美浦,浅野洋一,浜本牧場,2013/04/27,,,地獄モード対象馬,,,2015/06/05
在厩,カノヤルジャンドル,牝,クロフネ,カノヤトップレディ,キングヘイロー,,神田　薫,栗東,坂口正則,浜本牧場,2013/04/28,,,,,,2015/06/05
在厩,カマクラ,牝,シンボリクリスエス,フロイラインローゼ,アドマイヤベガ,,市川　義美,美浦,戸田博文,ノーザンファーム,2013/05/09,,,地獄モード対象馬,,,2015/06/05
在厩,カメリエーレ,牡,トーセンファントム,アンジェロファニー,Honour and Glory,キービスケット,島川　隆哉,美浦,古賀史生,エスティファーム,2013/02/06,,,地獄モード対象馬,,,2015/06/05
在厩,カラカ,牝,ブラックタイド,ミスソヴリン,ワカオライデン,ボナンザ,平岡　茂樹,美浦,谷原義明,平岡牧場,2013/03/15,,,,,,2015/06/05
在厩,カリーナアスター,牝,トーセンイマジゲン,トーセンヘレネー,シンボリクリスエス,,島川　隆哉,美浦,成島英春,エスティファーム,2013/04/06,,,地獄モード対象馬,,,2015/06/05
在厩,カリスマフォンテン,牝,カリズマティック,ナッシュビル,スペシャルウィーク,,吉橋　計,美浦,石毛善彦,清水スタッド,2013/05/03,,,地獄モード対象馬,,,2015/06/05
在厩,ガンコ,牡,ナカヤマフェスタ,シングアップロック,Singspiel,,杉澤　光雄,栗東,松元茂樹,前谷　武志,2013/03/12,,,地獄モード対象馬,,,2015/06/05
在厩,カンタベリームシャ,牡,ブラックタキシード,ユーセイシャイニー,マークオブディスティンクション,モリトラヴ,峰　哲馬,美浦,星野忍,藤吉牧場,2013/04/20,,,地獄モード対象馬,,,2015/06/05
在厩,キーロフ,牡,ファスリエフ,スタートラッカー,サンデーサイレンス,,吉川　朋宏,美浦,竹内正洋,須崎牧場,2013/03/21,ＪＲＡブリーズアップセール,5940000,地獄モード対象馬,,,2015/06/05
在厩,キキズブルーム,牝,ディープスカイ,アナステーシア,ソヴィエトスター,マンハッタンヘンジ,加藤　徹,美浦,浅野洋一,大狩部牧場,2013/04/29,,,地獄モード対象馬,,,2015/06/05
在厩,キタイチサクラ,牝,ハービンジャー,ウインゼフィール,サンデーサイレンス,,小関　昭次,栗東,矢作芳人,村上　欽哉,2013/03/31,北海道サマーセール,8856000,,,,2015/06/05
在厩,キタノイチジョー,牡,クロフネ,イチノヤジョウ,アジュディケーティング,センキ,河内　孝夫,美浦,相沢郁,中地　康弘,2013/03/26,,,,,,2015/06/05
在厩,キチロクステージ,牡,ローレルゲレイロ,ステージワンスモア,タニノギムレット,,山本　正美,美浦,二本柳俊,競優牧場,2013/02/13,ＪＲＡブリーズアップセール,8640000,地獄モード対象馬,,,2015/06/05
在厩,キャプテンペリー,牡,クロフネ,メイグレイス,ネオユニヴァース,,千明牧場,美浦,岩戸孝樹,千明牧場,2013/04/15,,,,,,2015/06/05
在厩,キラパワー,牡,トーホウエンペラー,ジュリア,メイセイオペラ,,山口　正行,栗東,福島信晴,中神牧場,2013/03/28,北海道サマーセール,2700000,地獄モード対象馬,,,2015/06/05
在厩,キングラディウス,牡,キングカメハメハ,アドマイヤカグラ,スペシャルウィーク,アドマイヤナイト,菅原　広隆,栗東,羽月友彦,新冠橋本牧場,2013/01/23,,,,,,2015/06/05
